HA,3,87,w1,w2,w3
IX,d,SE,1,5,25
0,0,17,-2,-2,-3
1,0,17,2,2,3
2,0,26,-5,1,0
3,0,26,0,-5,1
4,0,26,0,5,-1
5,0,26,5,-1,0
6,0,27,-3,3,3
7,0,27,3,-3,-3
8,0,29,-3,-2,4
9,0,29,-2,3,-4
10,0,29,2,-3,4
11,0,29,3,2,-4
12,0,42,-5,-4,1
13,0,42,5,4,-1
14,0,62,-5,6,-1
15,0,62,-1,5,6
16,0,62,1,-5,-6
17,0,62,5,-6,1
18,0,68,-4,-4,-6
19,0,68,4,4,6
20,0,108,-6,6,6
21,0,108,6,-6,-6
22,1,14,-1,-2,-3
23,1,17,-4,1,0
24,1,22,-2,3,3
25,1,22,3,2,3
26,1,24,-2,-2,4
27,1,26,-1,3,-4
28,1,27,1,-5,1
29,1,27,1,5,-1
30,1,33,-4,-4,1
31,1,34,3,-3,4
32,1,34,4,-3,-3
33,1,36,4,2,-4
34,1,37,6,-1,0
35,1,46,-6,-1,-3
36,1,53,-4,6,-1
37,1,53,6,4,-1
38,1,61,-3,-4,-6
39,1,61,0,5,6
40,1,65,2,-5,-6
41,1,68,-6,4,-4
42,1,73,6,-6,1
43,1,76,-6,-6,-2
44,1,77,5,4,6
45,1,97,-5,6,6
46,2,10,-3,1,0
47,2,13,0,-2,-3
48,2,19,-1,3,3
49,2,21,-1,-2,4
50,2,25,0,3,-4
51,2,26,-3,-4,1
52,2,29,4,2,3
53,2,30,2,-5,1
54,2,30,2,5,-1
55,2,35,-5,-1,-3
56,2,41,4,-3,4
57,2,43,5,-3,-3
58,2,45,5,2,-4
59,2,46,-3,6,-1
60,2,53,-6,-1,4
61,2,56,-2,-4,-6
62,2,57,-5,4,-4
63,2,61,-6,4,3
64,2,62,1,5,6
65,2,65,-5,-6,-2
66,2,70,3,-5,-6
67,2,88,-4,6,6
68,2,88,6,4,6
69,2,97,-6,-6,5
70,3,9,3,0,0
71,3,14,1,-2,-3
72,3,18,0,3,3
73,3,20,0,-2,4
74,3,21,-2,-4,1
75,3,26,-4,-1,-3
76,3,26,1,3,-4
77,3,35,3,-5,1
78,3,35,3,5,-1
79,3,38,5,2,3
80,3,41,-2,6,-1
81,3,42,-5,-1,4
82,3,48,-4,4,-4
83,3,50,-5,4,3
84,3,50,5,-3,4
85,3,53,-1,-4,-6
86,3,54,6,-3,-3
87,3,56,-4,-6,-2
88,3,56,6,2,-4
89,3,65,2,5,6
90,3,77,4,-5,-6
91,3,81,-6,-3,-6
92,3,81,-3,6,6
93,3,86,-5,-6,5
94,4,16,4,0,0
95,4,17,2,-2,-3
96,4,18,-1,-4,1
97,4,19,-3,-1,-3
98,4,19,1,3,3
99,4,21,1,-2,4
100,4,29,2,3,-4
101,4,33,-4,-1,4
102,4,38,-1,6,-1
103,4,40,-6,2,0
104,4,41,-4,4,3
105,4,41,-3,4,-4
106,4,42,4,-5,1
107,4,42,4,5,-1
108,4,46,-6,-3,1
109,4,49,-3,-6,-2
110,4,49,6,2,3
111,4,52,0,-4,-6
112,4,61,6,-3,4
113,4,70,-5,-3,-6
114,4,70,3,5,6
115,4,76,-2,6,6
116,4,77,-4,-6,5
117,4,86,5,-5,-6
118,5,14,-2,-1,-3
119,5,17,0,-4,1
120,5,22,2,3,3
121,5,22,3,-2,-3
122,5,24,2,-2,4
123,5,25,5,0,0
124,5,26,-3,-1,4
125,5,29,-5,2,0
126,5,34,-3,4,3
127,5,34,3,3,-4
128,5,35,-5,-3,1
129,5,36,-2,4,-4
130,5,37,0,6,-1
131,5,44,-2,-6,-2
132,5,51,5,-5,1
133,5,51,5,5,-1
134,5,53,1,-4,-6
135,5,61,-4,-3,-6
136,5,70,-3,-6,5
137,5,73,-1,6,6
138,5,77,4,5,6
139,5,97,6,-5,-6
140,6,11,-1,-1,-3
141,6,18,1,-4,1
142,6,20,-4,2,0
143,6,21,-2,-1,4
144,6,26,-4,-3,1
145,6,27,3,3,3
146,6,29,-2,4,3
147,6,29,3,-2,4
148,6,29,4,-2,-3
149,6,33,-1,4,-4
150,6,36,6,0,0
151,6,38,1,6,-1
152,6,41,-1,-6,-2
153,6,41,4,3,-4
154,6,45,-6,0,-3
155,6,54,-3,-3,-6
156,6,56,2,-4,-6
157,6,62,6,-5,1
158,6,62,6,5,-1
159,6,65,-6,-5,-2
160,6,65,-2,-6,5
161,6,72,0,6,6
162,6,77,-6,5,-4
163,6,86,5,5,6
164,7,10,0,-1,-3
165,7,13,-3,2,0
166,7,18,-1,-1,4
167,7,19,-3,-3,1
168,7,21,2,-4,1
169,7,26,-1,4,3
170,7,32,0,4,-4
171,7,34,-5,0,-3
172,7,34,4,3,3
173,7,36,4,-2,4
174,7,38,5,-2,-3
175,7,40,0,-6,-2
176,7,41,2,6,-1
177,7,49,-2,-3,-6
178,7,50,5,3,-4
179,7,52,-6,0,4
180,7,54,-5,-5,-2
181,7,61,3,-4,-6
182,7,62,-1,-6,5
183,7,66,-5,5,-4
184,7,70,-6,5,3
185,7,73,1,6,6
186,7,86,-6,-5,5
187,7,97,6,5,6
188,8,10,3,1,0
189,8,11,1,-1,-3
190,8,14,-2,-3,1
191,8,17,0,-1,4
192,8,25,-4,0,-3
193,8,25,0,4,3
194,8,26,3,-4,1
195,8,33,1,4,-4
196,8,41,-5,0,4
197,8,41,1,-6,-2
198,8,43,5,3,3
199,8,45,-4,-5,-2
200,8,45,5,-2,4
201,8,46,-1,-3,-6
202,8,46,3,6,-1
203,8,49,6,-2,-3
204,8,57,-4,5,-4
205,8,59,-5,5,3
206,8,61,0,-6,5
207,8,61,6,3,-4
208,8,68,4,-4,-6
209,8,75,-5,-5,5
210,8,76,-6,-2,-6
211,8,76,2,6,6
212,9,11,-1,-3,1
213,9,14,2,-1,-3
214,9,17,4,1,0
215,9,18,-3,0,-3
216,9,18,1,-1,4
217,9,26,1,4,3
218,9,32,-4,0,4
219,9,33,4,-4,1
220,9,36,2,4,-4
221,9,38,-3,-5,-2
222,9,41,-6,-2,1
223,9,44,2,-6,-2
224,9,45,-6,3,0
225,9,45,0,-3,-6
226,9,50,-4,5,3
227,9,50,-3,5,-4
228,9,53,4,6,-1
229,9,54,6,3,3
230,9,56,6,-2,4
231,9,62,1,-6,5
232,9,65,-5,-2,-6
233,9,66,-4,-5,5
234,9,77,5,-4,-6
235,9,81,3,6,6
236,10,10,0,-3,1
237,10,13,-2,0,-3
238,10,19,3,-1,-3
239,10,21,2,-1,4
240,10,25,-3,0,4
241,10,26,5,1,0
242,10,29,2,4,3
243,10,30,-5,-2,1
244,10,33,-2,-5,-2
245,10,34,-5,3,0
246,10,41,3,4,-4
247,10,42,5,-4,1
248,10,43,-3,5,3
249,10,45,-2,5,-4
250,10,46,1,-3,-6
251,10,49,3,-6,-2
252,10,56,-4,-2,-6
253,10,59,-3,-5,5
254,10,62,5,6,-1
255,10,65,2,-6,5
256,10,88,4,6,6
257,10,88,6,-4,-6
258,11,10,-1,0,-3
259,11,11,1,-3,1
260,11,20,-2,0,4
261,11,21,-4,-2,1
262,11,25,-4,3,0
263,11,26,3,-1,4
264,11,26,4,-1,-3
265,11,30,-1,-5,-2
266,11,34,3,4,3
267,11,37,6,1,0
268,11,38,-2,5,3
269,11,42,-1,5,-4
270,11,46,-6,1,-3
271,11,48,4,4,-4
272,11,49,-3,-2,-6
273,11,49,2,-3,-6
274,11,53,6,-4,1
275,11,54,-2,-5,5
276,11,56,-6,-4,-2
277,11,56,4,-6,-2
278,11,70,3,-6,5
279,11,73,6,6,-1
280,11,88,-6,6,-4
281,11,97,5,6,6
282,12,9,0,0,-3
283,12,14,-3,-2,1
284,12,14,2,-3,1
285,12,17,-1,0,4
286,12,18,-3,3,0
287,12,29,0,-5,-2
288,12,33,4,-1,4
289,12,35,-5,1,-3
290,12,35,-1,5,3
291,12,35,5,-1,-3
292,12,41,0,5,-4
293,12,41,4,4,3
294,12,44,-2,-2,-6
295,12,45,-5,-4,-2
296,12,51,-1,-5,5
297,12,53,-6,1,4
298,12,54,3,-3,-6
299,12,57,5,4,-4
300,12,65,5,-6,-2
301,12,77,-6,-4,5
302,12,77,-5,6,-4
303,12,77,4,-6,5
304,12,81,-6,6,3
305,12,108,6,6,6
306,13,10,1,0,-3
307,13,13,-2,3,0
308,13,13,3,2,0
309,13,16,0,0,4
310,13,19,3,-3,1
311,13,26,-4,1,-3
312,13,30,1,-5,-2
313,13,34,0,5,3
314,13,36,-4,-4,-2
315,13,41,-1,-2,-6
316,13,42,-5,1,4
317,13,42,1,5,-4
318,13,42,5,-1,4
319,13,46,6,-1,-3
320,13,50,0,-5,5
321,13,50,5,4,3
322,13,61,4,-3,-6
323,13,66,-5,-4,5
324,13,68,-4,6,-4
325,13,68,6,4,-4
326,13,70,-5,6,3
327,13,73,-6,-1,-6
328,13,76,6,-6,-2
329,13,86,5,-6,5
330,13,97,-6,-6,-5
331,14,10,-1,3,0
332,14,13,2,0,-3
333,14,17,1,0,4
334,14,19,-3,1,-3
335,14,20,4,2,0
336,14,26,4,-3,1
337,14,29,-3,-4,-2
338,14,33,-4,1,4
339,14,33,2,-5,-2
340,14,35,1,5,3
341,14,38,-6,-1,1
342,14,40,0,-2,-6
343,14,45,2,5,-4
344,14,51,1,-5,5
345,14,52,-6,4,0
346,14,53,6,-1,4
347,14,57,-4,-4,5
348,14,61,-4,6,3
349,14,61,-3,6,-4
350,14,61,6,4,3
351,14,62,-5,-1,-6
352,14,70,5,-3,-6
353,14,76,-6,-6,2
354,14,86,-5,-6,-5
355,14,97,6,-6,5
356,15,9,0,3,0
357,15,14,-2,1,-3
358,15,18,3,0,-3
359,15,20,2,0,4
360,15,24,-2,-4,-2
361,15,26,-3,1,4
362,15,27,-5,-1,1
363,15,29,5,2,0
364,15,35,5,-3,1
365,15,38,2,5,3
366,15,38,3,-5,-2
367,15,41,-5,4,0
368,15,41,1,-2,-6
369,15,50,-3,-4,5
370,15,50,3,5,-4
371,15,53,-4,-1,-6
372,15,54,-3,6,3
373,15,54,2,-5,5
374,15,56,-2,6,-4
375,15,65,-5,-6,2
376,15,77,-4,-6,-5
377,15,81,6,-3,-6
378,16,10,1,3,0
379,16,11,-1,1,-3
380,16,18,-4,-1,1
381,16,21,-2,1,4
382,16,21,-1,-4,-2
383,16,25,3,0,4
384,16,25,4,0,-3
385,16,32,-4,4,0
386,16,40,6,2,0
387,16,43,3,5,3
388,16,44,2,-2,-6
389,16,45,-2,-4,5
390,16,45,4,-5,-2
391,16,46,-3,-1,-6
392,16,46,6,-3,1
393,16,49,-6,-3,-2
394,16,49,-6,2,-3
395,16,49,-2,6,3
396,16,53,-1,6,-4
397,16,56,-4,-6,2
398,16,57,4,5,-4
399,16,59,3,-5,5
400,16,70,-3,-6,-5
401,17,10,0,1,-3
402,17,11,-3,-1,1
403,17,13,2,3,0
404,17,18,-1,1,4
405,17,20,0,-4,-2
406,17,25,-3,4,0
407,17,32,4,0,4
408,17,34,5,0,-3
409,17,38,-5,-3,-2
410,17,38,-5,2,-3
411,17,41,-2,-1,-6
412,17,42,-1,-4,5
413,17,46,-1,6,3
414,17,49,-3,-6,2
415,17,49,3,-2,-6
416,17,50,4,5,3
417,17,52,0,6,-4
418,17,54,5,-5,-2
419,17,56,-6,2,4
420,17,65,-2,-6,-5
421,17,66,4,-5,5
422,17,66,5,5,-4
423,17,70,-6,-3,5
424,18,11,1,1,-3
425,18,14,3,-2,1
426,18,17,0,1,4
427,18,18,3,3,0
428,18,20,-2,4,0
429,18,21,1,-4,-2
430,18,29,-4,-3,-2
431,18,29,-4,2,-3
432,18,38,-1,-1,-6
433,18,41,0,-4,5
434,18,41,5,0,4
435,18,44,-2,-6,2
436,18,45,-5,2,4
437,18,45,0,6,3
438,18,45,6,0,-3
439,18,53,1,6,-4
440,18,56,4,-2,-6
441,18,59,-5,-3,5
442,18,59,5,5,3
443,18,62,-1,-6,-5
444,18,65,6,-5,-2
445,18,72,-6,0,-6
446,18,75,5,-5,5
447,18,77,6,5,-4
448,18,86,-6,-5,-5
449,19,14,2,1,-3
450,19,17,-1,4,0
451,19,18,1,1,4
452,19,21,4,-2,1
453,19,22,-3,-3,-2
454,19,22,-3,2,-3
455,19,24,2,-4,-2
456,19,25,4,3,0
457,19,36,-4,2,4
458,19,37,-6,0,1
459,19,37,0,-1,-6
460,19,41,-1,-6,2
461,19,42,1,-4,5
462,19,46,1,6,3
463,19,50,-4,-3,5
464,19,52,6,0,4
465,19,56,2,6,-4
466,19,61,-6,5,0
467,19,61,-5,0,-6
468,19,61,0,-6,-5
469,19,65,-6,-5,2
470,19,65,5,-2,-6
471,19,70,6,5,3
472,19,75,-5,-5,-5
473,19,86,6,-5,5
474,20,16,0,4,0
475,20,17,-2,-3,-2
476,20,17,-2,2,-3
477,20,19,3,1,-3
478,20,21,2,1,4
479,20,26,-5,0,1
480,20,29,-3,2,4
481,20,29,3,-4,-2
482,20,30,5,-2,1
483,20,34,5,3,0
484,20,38,1,-1,-6
485,20,40,0,-6,2
486,20,43,-3,-3,5
487,20,45,2,-4,5
488,20,49,2,6,3
489,20,50,-5,5,0
490,20,52,-4,0,-6
491,20,54,-5,-5,2
492,20,61,3,6,-4
493,20,62,1,-6,-5
494,20,66,-4,-5,-5
495,20,76,6,-2,-6
496,21,14,-1,-3,-2
497,21,14,-1,2,-3
498,21,17,-4,0,1
499,21,17,1,4,0
500,21,24,-2,2,4
501,21,26,3,1,4
502,21,26,4,1,-3
503,21,36,4,-4,-2
504,21,38,-2,-3,5
505,21,41,-4,5,0
506,21,41,1,-6,2
507,21,41,2,-1,-6
508,21,41,6,-2,1
509,21,44,-6,-2,-2
510,21,45,-4,-5,2
511,21,45,-3,0,-6
512,21,45,6,3,0
513,21,50,3,-4,5
514,21,54,-6,3,-3
515,21,54,3,6,3
516,21,59,-3,-5,-5
517,21,65,2,-6,-5
518,21,68,4,6,-4
519,22,10,-3,0,1
520,22,13,0,-3,-2
521,22,13,0,2,-3
522,22,20,2,4,0
523,22,21,-1,2,4
524,22,33,-5,-2,-2
525,22,33,4,1,4
526,22,34,-3,5,0
527,22,35,-1,-3,5
528,22,35,5,1,-3
529,22,38,-3,-5,2
530,22,40,-2,0,-6
531,22,43,-5,3,-3
532,22,44,2,-6,2
533,22,45,5,-4,-2
534,22,46,3,-1,-6
535,22,54,-2,-5,-5
536,22,57,4,-4,5
537,22,61,-6,3,4
538,22,61,4,6,3
539,22,65,-6,-2,5
540,22,70,3,-6,-5
541,22,77,5,6,-4
542,23,11,3,-1,1
543,23,14,1,-3,-2
544,23,14,1,2,-3
545,23,20,0,2,4
546,23,24,-4,-2,-2
547,23,25,3,4,0
548,23,29,-2,5,0
549,23,33,-2,-5,2
550,23,34,-4,3,-3
551,23,34,0,-3,5
552,23,37,-1,0,-6
553,23,42,5,1,4
554,23,46,6,1,-3
555,23,49,3,-6,2
556,23,50,-5,3,4
557,23,51,-1,-5,-5
558,23,53,4,-1,-6
559,23,54,-5,-2,5
560,23,56,6,-4,-2
561,23,66,5,-4,5
562,23,70,5,6,3
563,23,73,-6,1,-6
564,23,77,-6,-4,-5
565,23,77,4,-6,-5
566,23,88,6,6,-4
567,24,17,-3,-2,-2
568,24,17,2,-3,-2
569,24,17,2,2,-3
570,24,18,4,-1,1
571,24,21,1,2,4
572,24,26,-1,5,0
573,24,27,-3,3,-3
574,24,30,-1,-5,2
575,24,32,4,4,0
576,24,35,1,-3,5
577,24,36,0,0,-6
578,24,38,-6,1,1
579,24,41,-4,3,4
580,24,45,-4,-2,5
581,24,50,0,-5,-5
582,24,53,6,1,4
583,24,56,-6,-4,2
584,24,56,4,-6,2
585,24,62,-5,1,-6
586,24,62,5,-1,-6
587,24,66,-5,-4,-5
588,24,72,-6,6,0
589,24,77,6,-4,5
590,24,81,6,6,3
591,24,86,5,-6,-5
592,25,12,-2,-2,-2
593,25,22,-2,3,-3
594,25,22,3,-3,-2
595,25,22,3,2,-3
596,25,24,2,2,4
597,25,25,0,5,0
598,25,27,-5,1,1
599,25,27,5,-1,1
600,25,29,0,-5,2
601,25,34,-3,3,4
602,25,37,1,0,-6
603,25,38,-3,-2,5
604,25,38,2,-3,5
605,25,41,5,4,0
606,25,45,-5,-4,2
607,25,51,1,-5,-5
608,25,53,-4,1,-6
609,25,57,-4,-4,-5
610,25,61,-5,6,0
611,25,65,5,-6,2
612,25,73,6,-1,-6
613,25,97,6,-6,-5
614,26,9,-1,-2,-2
615,26,18,-4,1,1
616,26,19,-1,3,-3
617,26,26,1,5,0
618,26,29,-2,3,4
619,26,29,3,2,4
620,26,29,4,-3,-2
621,26,29,4,2,-3
622,26,30,1,-5,2
623,26,33,-2,-2,5
624,26,36,-4,-4,2
625,26,38,6,-1,1
626,26,40,2,0,-6
627,26,41,-6,-1,-2
628,26,43,3,-3,5
629,26,46,-3,1,-6
630,26,50,-3,-4,-5
631,26,52,-4,6,0
632,26,52,6,4,0
633,26,54,2,-5,-5
634,26,61,-6,4,-3
635,26,73,-6,-6,-1
636,26,76,6,-6,2
637,27,8,0,-2,-2
638,27,11,-3,1,1
639,27,18,0,3,-3
640,27,26,-1,3,4
641,27,29,-3,-4,2
642,27,29,2,5,0
643,27,30,-5,-1,-2
644,27,30,-1,-2,5
645,27,33,2,-5,2
646,27,36,4,2,4
647,27,38,5,-3,-2
648,27,38,5,2,-3
649,27,41,-2,1,-6
650,27,45,-3,6,0
651,27,45,-2,-4,-5
652,27,45,3,0,-6
653,27,50,-5,4,-3
654,27,50,4,-3,5
655,27,59,3,-5,-5
656,27,62,-6,-1,5
657,27,62,-5,-6,-1
658,27,68,-6,4,4
659,27,108,-6,-6,6
660,28,9,1,-2,-2
661,28,10,3,0,1
662,28,19,1,3,-3
663,28,21,-4,-1,-2
664,28,24,-2,-4,2
665,28,25,0,3,4
666,28,29,0,-2,5
667,28,34,3,5,0
668,28,38,-1,1,-6
669,28,38,3,-5,2
670,28,40,-2,6,0
671,28,41,-4,4,-3
672,28,42,-1,-4,-5
673,28,45,5,2,4
674,28,49,6,-3,-2
675,28,49,6,2,-3
676,28,51,-5,-1,5
677,28,52,4,0,-6
678,28,53,-4,-6,-1
679,28,57,-5,4,4
680,28,59,5,-3,5
681,28,66,4,-5,-5
682,28,70,-6,-3,-5
683,28,76,-6,2,-6
684,28,97,-5,-6,6
685,29,12,2,-2,-2
686,29,14,-3,-1,-2
687,29,17,4,0,1
688,29,21,-1,-4,2
689,29,22,2,3,-3
690,29,26,1,3,4
691,29,30,1,-2,5
692,29,34,-3,4,-3
693,29,37,-1,6,0
694,29,37,0,1,-6
695,29,41,-6,2,1
696,29,41,0,-4,-5
697,29,41,4,5,0
698,29,42,-4,-1,5
699,29,45,4,-5,2
700,29,46,-3,-6,-1
701,29,48,-4,4,4
702,29,49,-6,-3,2
703,29,56,6,2,4
704,29,59,-5,-3,-5
705,29,61,5,0,-6
706,29,65,-5,2,-6
707,29,70,6,-3,5
708,29,75,5,-5,-5
709,29,88,-4,-6,6
710,30,9,-2,-1,-2
711,30,17,3,-2,-2
712,30,20,0,-4,2
713,30,26,5,0,1
714,30,27,3,3,-3
715,30,29,-2,4,-3
716,30,29,2,3,4
717,30,30,-5,2,1
718,30,33,2,-2,5
719,30,35,-3,-1,5
720,30,36,0,6,0
721,30,38,-5,-3,2
722,30,38,1,1,-6
723,30,41,-3,4,4
724,30,41,-2,-6,-1
725,30,42,1,-4,-5
726,30,50,-4,-3,-5
727,30,50,5,5,0
728,30,54,5,-5,2
729,30,56,-4,2,-6
730,30,72,6,0,-6
731,30,81,-3,-6,6
732,30,86,6,-5,-5
733,31,6,-1,-1,-2
